AÑO;MES;PROVINCIA_DESTINO;TIPO_ORIGEN;GASTO;TRANSACCION
2021;10;Badajoz;Total Nacional;2718790;74691
2021;10;Barcelona;Internacional;40059874;1132404
2021;10;Barcelona;Interregional;12841172;585090
2021;10;Barcelona;Regional;12011005;432762
2021;10;Barcelona;Total Nacional;24852177;1017852
2021;10;Bizkaia;Internacional;2222446;42016
2021;10;Bizkaia;Interregional;3577558;105992
2021;10;Bizkaia;Regional;1050803;24320
2021;10;Bizkaia;Total Nacional;4628361;130312
2021;10;Burgos;Internacional;450775;11341
2021;10;Burgos;Interregional;2588498;65190
2021;10;Burgos;Regional;421243;13180
2021;10;Burgos;Total Nacional;3009741;78370
2021;10;Cantabria;Internacional;604244;16751
2021;10;Cantabria;Interregional;5276497;114359
2021;10;Cantabria;Total Nacional;5276497;114359
2021;10;Castellón/Castelló;Internacional;1890844;35559
2021;10;Castellón/Castelló;Interregional;3042569;81945
2021;10;Castellón/Castelló;Regional;1321212;44122
2021;10;Castellón/Castelló;Total Nacional;4363781;126067
2021;10;Ceuta;Internacional;53171;1241
2021;10;Ceuta;Interregional;424932;17421
2021;10;Ceuta;Total Nacional;424932;17421
2021;10;Ciudad Real;Internacional;116147;3968
2021;10;Ciudad Real;Interregional;1878135;54526
2021;10;Ciudad Real;Regional;427388;11970
2021;10;Ciudad Real;Total Nacional;2305523;66496
2021;10;Cuenca;Internacional;134894;2725
2021;10;Cuenca;Interregional;1744917;49086
2021;10;Cuenca;Regional;239703;7955
2021;10;Cuenca;Total Nacional;1984620;57041
2021;10;Cáceres;Internacional;990477;21615
2021;10;Cáceres;Interregional;2201567;58252
2021;10;Cáceres;Regional;526342;16806
2021;10;Cáceres;Total Nacional;2727909;75058
2021;10;Cádiz;Internacional;6517477;150322
2021;10;Cádiz;Interregional;3966256;114476
2021;10;Cádiz;Regional;3312246;106181
2021;10;Cádiz;Total Nacional;7278503;220657
2021;10;Córdoba;Internacional;1359788;32810
2021;10;Córdoba;Interregional;2334639;66732
2021;10;Córdoba;Regional;1655231;52011
2021;10;Córdoba;Total Nacional;3989870;118743
2021;10;Gipuzkoa;Internacional;3325812;62491
2021;10;Gipuzkoa;Interregional;2423753;66894
2021;10;Gipuzkoa;Regional;688431;17008
2021;10;Gipuzkoa;Total Nacional;3112185;83902
2021;10;Girona;Internacional;24197498;378129
2021;10;Girona;Interregional;1243362;39905
2021;10;Girona;Regional;12041857;355934
2021;10;Girona;Total Nacional;13285219;395839
2021;10;Granada;Internacional;3109030;88584
2021;10;Granada;Interregional;3433967;113615
2021;10;Granada;Regional;2989147;109161
2021;10;Granada;Total Nacional;6423114;222776
2021;10;Guadalajara;Internacional;68189;1719
2021;10;Guadalajara;Interregional;2074062;59870
2021;10;Guadalajara;Regional;133852;4467
2021;10;Guadalajara;Total Nacional;2207914;64337
2021;10;Huelva;Internacional;1027262;20772
2021;10;Huelva;Interregional;1056100;27087
2021;10;Huelva;Regional;1542929;48167
2021;10;Huelva;Total Nacional;2599028;75254
2021;10;Huesca;Internacional;793648;15191
2021;10;Huesca;Interregional;2673879;67243
2021;10;Huesca;Regional;449216;13137
2021;10;Huesca;Total Nacional;3123095;80380
2021;10;Illes Balears;Internacional;31229579;523877
2021;10;Illes Balears;Interregional;6703374;213701
2021;10;Illes Balears;Total Nacional;6703374;213701
2021;10;Jaén;Internacional;202347;5682
2021;10;Jaén;Interregional;1646988;42782
2021;10;Jaén;Regional;1004989;30108
2021;10;Jaén;Total Nacional;2651977;72890
2021;10;La Rioja;Internacional;320108;5056
2021;10;La Rioja;Interregional;2501289;61495
2021;10;La Rioja;Total Nacional;2501289;61495
2021;10;Las Palmas;Internacional;33435531;548609
2021;10;Las Palmas;Interregional;4744928;137311
2021;10;Las Palmas;Regional;1684434;53717
2021;10;Las Palmas;Total Nacional;6429362;191028
2021;10;León;Internacional;341938;7598
2021;10;León;Interregional;2836882;75329
2021;10;León;Regional;501762;13005
2021;10;León;Total Nacional;3338644;88334
2021;10;Lleida;Interregional;1075721;34730
2021;10;Lleida;Regional;4380027;137117
2021;10;Lleida;Total Nacional;5455749;171847
2021;10;Lugo;Internacional;254375;7023
2021;10;Lugo;Interregional;1346049;31970
2021;10;Lugo;Regional;863736;21976
2021;10;Lugo;Total Nacional;2209786;53946
2021;10;Madrid;Internacional;25007363;649675
2021;10;Madrid;Interregional;45580165;1555818
2021;10;Madrid;Total Nacional;45580165;1555818
2021;10;Melilla;Internacional;54154;1501
2021;10;Melilla;Interregional;454991;19904
2021;10;Melilla;Total Nacional;454991;19904
2021;10;Murcia;Internacional;3290965;62406
2021;10;Murcia;Interregional;5592189;171981
2021;10;Murcia;Total Nacional;5592189;171981
2021;10;Málaga;Internacional;40923011;786571
2021;10;Málaga;Interregional;6394911;183820
2021;10;Málaga;Regional;4660854;148791
2021;10;Málaga;Total Nacional;11055765;332611
2021;10;Navarra;Internacional;605836;11216
2021;10;Navarra;Interregional;3332474;88778
2021;10;Navarra;Total Nacional;3332474;88778
2021;10;Ourense;Internacional;154641;2826
2021;10;Ourense;Interregional;842683;20069
2021;10;Ourense;Regional;632709;17251
2021;10;Ourense;Total Nacional;1475392;37320
2021;10;Palencia;Internacional;90133;1773
2021;10;Palencia;Interregional;700172;16652
2021;10;Palencia;Regional;284654;7583
2021;10;Palencia;Total Nacional;984826;24235
2021;10;Pontevedra;Internacional;1023530;17235
2021;10;Pontevedra;Interregional;2097491;57704
2021;10;Pontevedra;Regional;1480003;44009
2021;10;Pontevedra;Total Nacional;3577494;101713
2021;10;Salamanca;Internacional;599018;13529
2021;10;Salamanca;Interregional;2262705;66323
2021;10;Salamanca;Regional;576194;18492
2021;10;Salamanca;Total Nacional;2838899;84815
2021;10;Santa Cruz de Tenerife;Internacional;24563363;470353
2021;10;Santa Cruz de Tenerife;Interregional;3016267;94477
2021;10;Santa Cruz de Tenerife;Regional;1300768;53978
2021;10;Santa Cruz de Tenerife;Total Nacional;4317035;148455
2021;10;Segovia;Internacional;306986;8875
2021;10;Segovia;Interregional;2057921;50376
2021;10;Segovia;Regional;369321;9325
2021;10;Segovia;Total Nacional;2427242;59701
2021;10;Sevilla;Internacional;7095271;206567
2021;10;Sevilla;Interregional;4965997;154879
2021;10;Sevilla;Regional;4740051;165192
2021;10;Sevilla;Total Nacional;9706048;320071
2021;10;Soria;Internacional;35312;855
2021;10;Soria;Interregional;975953;22848
2021;10;Soria;Regional;86880;2431
2021;10;Soria;Total Nacional;1062833;25279
2021;10;Tarragona;Internacional;4711244;110141
2021;10;Tarragona;Interregional;2302662;76657
2021;10;Tarragona;Regional;7860506;254809
2021;10;Tarragona;Total Nacional;10163168;331466
2021;10;Teruel;Internacional;36085;780
2021;10;Teruel;Interregional;1586301;38071
2021;10;Teruel;Regional;192740;5485
2021;10;Teruel;Total Nacional;1779040;43556
2021;10;Toledo;Internacional;549180;13176
2021;10;Toledo;Interregional;4632516;131972
2021;10;Toledo;Regional;522659;17159
2021;10;Toledo;Total Nacional;5155176;149131
2021;10;Valencia/València;Internacional;7703780;250820
2021;10;Valencia/València;Interregional;7366430;254831
2021;10;Valencia/València;Regional;3136992;108796
2021;10;Valencia/València;Total Nacional;10503422;363627
2021;10;Valladolid;Internacional;456019;7614
2021;10;Valladolid;Interregional;1991649;54777
2021;10;Valladolid;Regional;1571215;39558
2021;10;Valladolid;Total Nacional;3562865;94335
2021;10;Zamora;Internacional;161872;3937
2021;10;Zamora;Interregional;1151771;27126
2021;10;Zamora;Regional;411299;10272
2021;10;Zamora;Total Nacional;1563069;37398
2021;10;Zaragoza;Internacional;760349;18838
2021;10;Zaragoza;Interregional;5290825;153751
2021;10;Zaragoza;Regional;717106;21257
2021;10;Zaragoza;Total Nacional;6007931;175008
2021;10;Ávila;Internacional;75165;2189
2021;10;Ávila;Interregional;1832572;49842
2021;10;Ávila;Regional;255280;6786
2021;10;Ávila;Total Nacional;2087852;56628
2021;11;A Coruña;Internacional;905537;22778
2021;11;A Coruña;Interregional;3170343;104572
2021;11;A Coruña;Regional;2365299;72615
2021;11;A Coruña;Total Nacional;5535642;177187
2021;11;Albacete;Internacional;119700;4983
2021;11;Albacete;Interregional;1405952;41248
2021;11;Albacete;Regional;421932;11231
2021;11;Albacete;Total Nacional;1827884;52479
2021;11;Alicante/Alacant;Internacional;16475983;356332
2021;11;Alicante/Alacant;Interregional;6274070;186227
2021;11;Alicante/Alacant;Regional;1406806;43913
2021;11;Alicante/Alacant;Total Nacional;7680876;230140
2021;11;Almería;Internacional;773906;18793
2021;11;Almería;Interregional;1316562;37631
2021;11;Almería;Regional;954508;31593
2021;11;Almería;Total Nacional;2271071;69224
2021;11;Araba/Álava;Internacional;275894;4337
2021;11;Araba/Álava;Interregional;1013932;27638
2021;11;Araba/Álava;Regional;708552;15794
2021;11;Araba/Álava;Total Nacional;1722485;43432
2021;11;Asturias;Internacional;455111;11441
2021;11;Asturias;Interregional;3011429;78717
2021;11;Asturias;Total Nacional;3011429;78717
2021;11;Badajoz;Internacional;1699862;28189
2021;11;Badajoz;Interregional;1967912;53538
2021;11;Badajoz;Regional;506537;12900
2021;11;Badajoz;Total Nacional;2474449;66438
2021;11;Barcelona;Internacional;33775426;981959
2021;11;Barcelona;Interregional;12555211;560823
2021;11;Barcelona;Regional;11962106;424703
2021;11;Barcelona;Total Nacional;24517317;985526
2021;11;Bizkaia;Internacional;1577822;32271
2021;11;Bizkaia;Interregional;3180765;93573
2021;11;Bizkaia;Regional;1011214;22942
2021;11;Bizkaia;Total Nacional;4191979;116515
2021;11;Burgos;Internacional;348698;8896
2021;11;Burgos;Interregional;1899812;48905
2021;11;Burgos;Regional;415961;12708
2021;11;Burgos;Total Nacional;2315773;61613
2021;11;Cantabria;Internacional;360071;10728
2021;11;Cantabria;Interregional;2918092;75434
2021;11;Cantabria;Total Nacional;2918092;75434
2021;11;Castellón/Castelló;Internacional;1429144;26007
2021;11;Castellón/Castelló;Interregional;2159360;59875
2021;11;Castellón/Castelló;Regional;1059913;37016
2021;11;Castellón/Castelló;Total Nacional;3219273;96891
2021;11;Ceuta;Internacional;35692;980
2021;11;Ceuta;Interregional;429730;17214
2021;11;Ceuta;Total Nacional;429730;17214
2021;11;Ciudad Real;Internacional;91022;2940
2021;11;Ciudad Real;Interregional;1466174;43112
2021;11;Ciudad Real;Regional;394947;11139
2021;11;Ciudad Real;Total Nacional;1861121;54251
2021;11;Cuenca;Internacional;71481;1979
2021;11;Cuenca;Interregional;1238139;35906
2021;11;Cuenca;Regional;217754;7175
2021;11;Cuenca;Total Nacional;1455893;43081
2021;11;Cáceres;Internacional;884645;18477
2021;11;Cáceres;Interregional;1731603;46489
2021;11;Cáceres;Regional;537131;16734
2021;11;Cáceres;Total Nacional;2268734;63223
2021;11;Cádiz;Internacional;4174011;108799
2021;11;Cádiz;Interregional;2896749;90056
2021;11;Cádiz;Regional;2606999;85033
2021;11;Cádiz;Total Nacional;5503748;175089
2021;11;Córdoba;Internacional;1044862;26380
2021;11;Córdoba;Interregional;1960005;56378
2021;11;Córdoba;Regional;1599181;50164
2021;11;Córdoba;Total Nacional;3559186;106542
2021;11;Gipuzkoa;Internacional;2331125;48316
2021;11;Gipuzkoa;Interregional;1865986;53585
2021;11;Gipuzkoa;Regional;606109;15355
2021;11;Gipuzkoa;Total Nacional;2472095;68940
2021;11;Girona;Internacional;18432307;281042
2021;11;Girona;Interregional;980440;33433
2021;11;Girona;Regional;8370893;246333
2021;11;Girona;Total Nacional;9351333;279766
2021;11;Granada;Internacional;2323688;76345
2021;11;Granada;Interregional;2679463;94444
2021;11;Granada;Regional;2915876;102999
2021;11;Granada;Total Nacional;5595340;197443
2021;11;Guadalajara;Internacional;47171;1415
2021;11;Guadalajara;Interregional;1805149;50808
2021;11;Guadalajara;Regional;140533;4199
2021;11;Guadalajara;Total Nacional;1945682;55007
2021;11;Huelva;Internacional;630693;14961
2021;11;Huelva;Interregional;678305;18793
2021;11;Huelva;Regional;1243666;37778
2021;11;Huelva;Total Nacional;1921970;56571
2021;11;Huesca;Internacional;477628;9088
2021;11;Huesca;Interregional;1672224;44587
2021;11;Huesca;Regional;329795;10184
2021;11;Huesca;Total Nacional;2002019;54771
2021;11;Illes Balears;Internacional;7538295;116182
2021;11;Illes Balears;Interregional;3732087;133926
2021;11;Illes Balears;Total Nacional;3732087;133926
2021;11;Jaén;Internacional;236149;4494
2021;11;Jaén;Interregional;1213643;32245
2021;11;Jaén;Regional;905977;26787
2021;11;Jaén;Total Nacional;2119620;59032
2021;11;La Rioja;Internacional;188936;3437
2021;11;La Rioja;Interregional;1927768;47606
2021;11;La Rioja;Total Nacional;1927768;47606
2021;11;Las Palmas;Internacional;39803961;701820
2021;11;Las Palmas;Interregional;3921037;120808
2021;11;Las Palmas;Regional;1494638;47223
2021;11;Las Palmas;Total Nacional;5415676;168031
2021;11;León;Internacional;202924;4129
2021;11;León;Interregional;2135703;58034
2021;11;León;Regional;412707;11250
2021;11;León;Total Nacional;2548409;69284
2021;11;Lleida;Interregional;948772;32211
2021;11;Lleida;Regional;3309092;104306
2021;11;Lleida;Total Nacional;4257864;136517
2021;11;Lugo;Internacional;110136;2950
2021;11;Lugo;Interregional;896164;21630
2021;11;Lugo;Regional;704542;17673
2021;11;Lugo;Total Nacional;1600706;39303
2021;11;Madrid;Internacional;23669163;609106
2021;11;Madrid;Interregional;44859332;1514072
2021;11;Madrid;Total Nacional;44859332;1514072
2021;11;Melilla;Internacional;44186;1454
2021;11;Melilla;Interregional;453073;19391
2021;11;Melilla;Total Nacional;453073;19391
2021;11;Murcia;Internacional;2401856;49709
2021;11;Murcia;Interregional;5017208;153547
2021;11;Murcia;Total Nacional;5017208;153547
2021;11;Málaga;Internacional;26701415;557219
2021;11;Málaga;Interregional;5240099;157258
2021;11;Málaga;Regional;4099976;134168
2021;11;Málaga;Total Nacional;9340075;291426
2021;11;Navarra;Internacional;466350;8670
2021;11;Navarra;Interregional;2698807;72489
2021;11;Navarra;Total Nacional;2698807;72489
2021;11;Ourense;Internacional;140149;2362
2021;11;Ourense;Interregional;626964;15341
2021;11;Ourense;Regional;565934;15382
2021;11;Ourense;Total Nacional;1192898;30723
2021;11;Palencia;Internacional;63645;1170
2021;11;Palencia;Interregional;447487;11168
2021;11;Palencia;Regional;256612;6709
2021;11;Palencia;Total Nacional;704099;17877
2021;11;Pontevedra;Internacional;754598;12973
2021;11;Pontevedra;Interregional;1506595;45851
2021;11;Pontevedra;Regional;1367850;41849
2021;11;Pontevedra;Total Nacional;2874444;87700
2021;11;Salamanca;Internacional;410600;10248
2021;11;Salamanca;Interregional;1734412;53899
2021;11;Salamanca;Regional;545864;17203
2021;11;Salamanca;Total Nacional;2280276;71102
2021;11;Santa Cruz de Tenerife;Internacional;27152162;547607
2021;11;Santa Cruz de Tenerife;Interregional;2741448;88620
2021;11;Santa Cruz de Tenerife;Regional;1236082;51184
2021;11;Santa Cruz de Tenerife;Total Nacional;3977530;139804
2021;11;Segovia;Internacional;251204;7489
2021;11;Segovia;Interregional;1483069;36900
2021;11;Segovia;Regional;323143;8107
2021;11;Segovia;Total Nacional;1806212;45007
2021;11;Sevilla;Internacional;5944015;182654
2021;11;Sevilla;Interregional;4495816;145319
2021;11;Sevilla;Regional;4902653;165454
2021;11;Sevilla;Total Nacional;9398469;310773
2021;11;Soria;Internacional;21117;652
2021;11;Soria;Interregional;648783;15586
2021;11;Soria;Regional;74813;2253
2021;11;Soria;Total Nacional;723596;17839
2021;11;Tarragona;Internacional;2379324;54730
2021;11;Tarragona;Interregional;1549490;55317
2021;11;Tarragona;Regional;5354732;172969
2021;11;Tarragona;Total Nacional;6904221;228286
2021;11;Teruel;Internacional;32751;605
2021;11;Teruel;Interregional;908509;23392
2021;11;Teruel;Regional;139471;4068
2021;11;Teruel;Total Nacional;1047979;27460
2021;11;Toledo;Internacional;510822;11567
2021;11;Toledo;Interregional;4008801;113101
2021;11;Toledo;Regional;507908;16319
2021;11;Toledo;Total Nacional;4516709;129420
2021;11;Valencia/València;Internacional;6829480;208108
2021;11;Valencia/València;Interregional;6487189;229593
2021;11;Valencia/València;Regional;3115058;107478
2021;11;Valencia/València;Total Nacional;9602247;337071
2021;11;Valladolid;Internacional;307214;6509
2021;11;Valladolid;Interregional;1707260;47131
2021;11;Valladolid;Regional;1540921;37291
2021;11;Valladolid;Total Nacional;3248180;84422
2021;11;Zamora;Internacional;101796;2613
2021;11;Zamora;Interregional;807157;19021
2021;11;Zamora;Regional;369696;8717
2021;11;Zamora;Total Nacional;1176853;27738
2021;11;Zaragoza;Internacional;735270;17976
2021;11;Zaragoza;Interregional;4972247;128846
2021;11;Zaragoza;Regional;777782;21142
2021;11;Zaragoza;Total Nacional;5750029;149988
2021;11;Ávila;Internacional;59845;1718
2021;11;Ávila;Interregional;1366032;36346
2021;11;Ávila;Regional;216135;5744
2021;11;Ávila;Total Nacional;1582167;42090
2021;12;A Coruña;Internacional;861627;21208
2021;12;A Coruña;Interregional;3793623;114770
2021;12;A Coruña;Regional;2691940;74887
2021;12;A Coruña;Total Nacional;6485563;189657
2021;12;Albacete;Internacional;143817;3731
2021;12;Albacete;Interregional;1815183;52071
2021;12;Albacete;Regional;441134;11692
2021;12;Albacete;Total Nacional;2256318;63763
2021;12;Alicante/Alacant;Internacional;13969590;301594
2021;12;Alicante/Alacant;Interregional;7941326;227237
2021;12;Alicante/Alacant;Regional;1797242;52040
2021;12;Alicante/Alacant;Total Nacional;9738568;279277
2021;12;Almería;Internacional;847511;19700
2021;12;Almería;Interregional;1859207;49161
2021;12;Almería;Regional;1062714;32871
2021;12;Almería;Total Nacional;2921921;82032
2021;12;Araba/Álava;Internacional;283912;4194
2021;12;Araba/Álava;Interregional;1110012;29482
2021;12;Araba/Álava;Regional;764091;16505
2021;12;Araba/Álava;Total Nacional;1874102;45987
2021;12;Asturias;Internacional;541943;13126
2021;12;Asturias;Interregional;3871526;101190
2021;12;Asturias;Total Nacional;3871526;101190
2021;12;Badajoz;Internacional;1575276;27920
2021;12;Badajoz;Interregional;2671308;68852
2021;12;Badajoz;Regional;533204;13667
2021;12;Badajoz;Total Nacional;3204512;82519
2021;12;Barcelona;Internacional;29720868;847154
2021;12;Barcelona;Interregional;13135631;566655
2021;12;Barcelona;Regional;13770087;454312
2021;12;Barcelona;Total Nacional;26905718;1020967
2021;12;Bizkaia;Internacional;1289992;26839
2021;12;Bizkaia;Interregional;3583472;104589
2021;12;Bizkaia;Regional;1105003;24028
2021;12;Bizkaia;Total Nacional;4688476;128617
2021;12;Burgos;Internacional;341596;8838
2021;12;Burgos;Interregional;2260658;56807
2021;12;Burgos;Regional;441746;12947
2021;12;Burgos;Total Nacional;2702405;69754
2021;12;Cantabria;Internacional;378068;10469
2021;12;Cantabria;Interregional;3581634;90614
2021;12;Cantabria;Total Nacional;3581634;90614
2021;12;Castellón/Castelló;Internacional;1403709;25285
2021;12;Castellón/Castelló;Interregional;2757875;74411
2021;12;Castellón/Castelló;Regional;1195745;38758
2021;12;Castellón/Castelló;Total Nacional;3953620;113169
2021;12;Ceuta;Internacional;34239;1120
2021;12;Ceuta;Interregional;465719;16986
2021;12;Ceuta;Total Nacional;465719;16986
2021;12;Ciudad Real;Internacional;134859;3728
2021;12;Ciudad Real;Interregional;1987828;57290
2021;12;Ciudad Real;Regional;442606;12137
2021;12;Ciudad Real;Total Nacional;2430433;69427
2021;12;Cuenca;Internacional;79033;2030
2021;12;Cuenca;Interregional;1600115;45101
2021;12;Cuenca;Regional;234683;7069
2021;12;Cuenca;Total Nacional;1834798;52170
2021;12;Cáceres;Internacional;698850;16869
2021;12;Cáceres;Interregional;2309036;60757
2021;12;Cáceres;Regional;501212;15697
2021;12;Cáceres;Total Nacional;2810248;76454
2021;12;Cádiz;Internacional;3869957;103142
2021;12;Cádiz;Interregional;3907857;115898
2021;12;Cádiz;Regional;3241137;102335
2021;12;Cádiz;Total Nacional;7148994;218233
2021;12;Córdoba;Internacional;848796;21482
2021;12;Córdoba;Interregional;2667014;70325
2021;12;Córdoba;Regional;1808322;53919
2021;12;Córdoba;Total Nacional;4475336;124244
2021;12;Gipuzkoa;Internacional;2130336;41057
2021;12;Gipuzkoa;Interregional;1969726;56475
2021;12;Gipuzkoa;Regional;651835;16030
2021;12;Gipuzkoa;Total Nacional;2621561;72505
2021;12;Girona;Internacional;16946163;260471
2021;12;Girona;Interregional;1315086;41087
2021;12;Girona;Regional;11877617;333594
2021;12;Girona;Total Nacional;13192703;374681
2021;12;Granada;Internacional;2415011;70154
2021;12;Granada;Interregional;4130406;122964
2021;12;Granada;Regional;3411127;111705
2021;12;Granada;Total Nacional;7541533;234669
2021;12;Guadalajara;Internacional;61592;1730
2021;12;Guadalajara;Interregional;2025370;55766
2021;12;Guadalajara;Regional;131900;4302
2021;12;Guadalajara;Total Nacional;2157269;60068
2021;12;Huelva;Internacional;617059;14351
2021;12;Huelva;Interregional;873526;23496
2021;12;Huelva;Regional;1481749;42000
2021;12;Huelva;Total Nacional;2355275;65496
2021;12;Huesca;Internacional;623886;10503
2021;12;Huesca;Interregional;3342943;79613
2021;12;Huesca;Regional;526984;14999
2021;12;Huesca;Total Nacional;3869927;94612
2021;12;Illes Balears;Internacional;6203439;81484
2021;12;Illes Balears;Interregional;3706042;127445
2021;12;Illes Balears;Total Nacional;3706042;127445
2021;12;Jaén;Internacional;275767;7702
2021;12;Jaén;Interregional;1770962;46335
2021;12;Jaén;Regional;1087560;32462
2021;12;Jaén;Total Nacional;2858522;78797
2021;12;La Rioja;Internacional;206305;3595
2021;12;La Rioja;Interregional;2216118;53469
2021;12;La Rioja;Total Nacional;2216118;53469
2021;12;Las Palmas;Internacional;36822344;656875
2021;12;Las Palmas;Interregional;4738702;128859
2021;12;Las Palmas;Regional;1620926;48493
2021;12;Las Palmas;Total Nacional;6359627;177352
2021;12;León;Internacional;196355;4198
2021;12;León;Interregional;2772022;72496
2021;12;León;Regional;482608;12383
2021;12;León;Total Nacional;3254630;84879
2021;12;Lleida;Internacional;4134248;70760
2021;12;Lleida;Interregional;2036813;49505
2021;12;Lleida;Regional;5163610;146933
2021;12;Lleida;Total Nacional;7200423;196438
2021;12;Lugo;Internacional;117495;2683
2021;12;Lugo;Interregional;1133908;27115
2021;12;Lugo;Regional;801017;19602
2021;12;Lugo;Total Nacional;1934925;46717
2021;12;Madrid;Internacional;21715914;538719
2021;12;Madrid;Interregional;46897376;1514926
2021;12;Madrid;Total Nacional;46897376;1514926
2021;12;Melilla;Internacional;51019;1466
2021;12;Melilla;Interregional;519058;19936
2021;12;Melilla;Total Nacional;519058;19936
2021;12;Murcia;Internacional;2219394;46100
2021;12;Murcia;Interregional;5857595;173937
2021;12;Murcia;Total Nacional;5857595;173937
2021;12;Málaga;Internacional;21157157;432485
2021;12;Málaga;Interregional;6923901;192285
2021;12;Málaga;Regional;4998008;151664
2021;12;Málaga;Total Nacional;11921909;343949
2021;12;Navarra;Internacional;408453;7453
2021;12;Navarra;Interregional;2677379;73138
2021;12;Navarra;Total Nacional;2677379;73138
2021;12;Ourense;Internacional;188718;3282
2021;12;Ourense;Interregional;858338;20475
2021;12;Ourense;Regional;623975;16539
2021;12;Ourense;Total Nacional;1482313;37014
2021;12;Palencia;Internacional;66505;1400
2021;12;Palencia;Interregional;560243;14252
2021;12;Palencia;Regional;262982;6990
2021;12;Palencia;Total Nacional;823225;21242
2021;12;Pontevedra;Internacional;972589;15447
2021;12;Pontevedra;Interregional;2169956;59815
2021;12;Pontevedra;Regional;1518192;45101
2021;12;Pontevedra;Total Nacional;3688148;104916
2021;12;Salamanca;Internacional;437158;9968
2021;12;Salamanca;Interregional;2219215;61006
2021;12;Salamanca;Regional;592850;16470
2021;12;Salamanca;Total Nacional;2812065;77476
2021;12;Santa Cruz de Tenerife;Internacional;26636489;522939
2021;12;Santa Cruz de Tenerife;Interregional;3350630;95379
2021;12;Santa Cruz de Tenerife;Regional;1436959;52537
2021;12;Santa Cruz de Tenerife;Total Nacional;4787589;147916
2021;12;Segovia;Internacional;230327;5631
2021;12;Segovia;Interregional;1812336;43254
2021;12;Segovia;Regional;335330;8235
2021;12;Segovia;Total Nacional;2147666;51489
2021;12;Sevilla;Internacional;4960779;145941
2021;12;Sevilla;Interregional;5398022;165915
2021;12;Sevilla;Regional;5073489;164968
2021;12;Sevilla;Total Nacional;10471511;330883
2021;12;Soria;Internacional;24547;693
2021;12;Soria;Interregional;752603;18352
2021;12;Soria;Regional;71727;2117
2021;12;Soria;Total Nacional;824331;20469
2021;12;Tarragona;Internacional;2056662;48683
2021;12;Tarragona;Interregional;1659467;55089
2021;12;Tarragona;Regional;6577343;205570
2021;12;Tarragona;Total Nacional;8236810;260659
2021;12;Teruel;Internacional;25483;569
2021;12;Teruel;Interregional;1329045;32100
2021;12;Teruel;Regional;166039;4665
2021;12;Teruel;Total Nacional;1495084;36765
2021;12;Toledo;Internacional;464788;11513
2021;12;Toledo;Interregional;4867133;130081
2021;12;Toledo;Regional;544192;16704
2021;12;Toledo;Total Nacional;5411325;146785
2021;12;Valencia/València;Internacional;5827966;183548
2021;12;Valencia/València;Interregional;7618738;249833
2021;12;Valencia/València;Regional;3296214;106136
2021;12;Valencia/València;Total Nacional;10914952;355969
2021;12;Valladolid;Internacional;315666;7774
2021;12;Valladolid;Interregional;2061842;56139
2021;12;Valladolid;Regional;1629877;39286
2021;12;Valladolid;Total Nacional;3691718;95425
2021;12;Zamora;Internacional;99242;2713
2021;12;Zamora;Interregional;1071925;25932
2021;12;Zamora;Regional;408419;9695
2021;12;Zamora;Total Nacional;1480344;35627
2021;12;Zaragoza;Internacional;684201;17611
2021;12;Zaragoza;Interregional;5513696;143070
2021;12;Zaragoza;Regional;837729;21870
2021;12;Zaragoza;Total Nacional;6351425;164940
2021;12;Ávila;Internacional;63390;1760
2021;12;Ávila;Interregional;1687133;42216
2021;12;Ávila;Regional;218522;5911
2021;12;Ávila;Total Nacional;1905656;48127
2022;1;A Coruña;Internacional;599733;15952
2022;1;A Coruña;Interregional;2604326;89133
2022;1;A Coruña;Regional;2207443;65447
2022;1;A Coruña;Total Nacional;4811769;154580
2022;1;Albacete;Internacional;92196;2533
2022;1;Albacete;Interregional;1219389;37703
2022;1;Albacete;Regional;399220;10446
2022;1;Albacete;Total Nacional;1618609;48149
2022;1;Alicante/Alacant;Internacional;13157367;290820
2022;1;Alicante/Alacant;Interregional;5643524;173417
2022;1;Alicante/Alacant;Regional;1358565;41904
2022;1;Alicante/Alacant;Total Nacional;7002089;215321
2022;1;Almería;Internacional;737038;17664
2022;1;Almería;Interregional;1198784;36297
2022;1;Almería;Regional;900871;29430
2022;1;Almería;Total Nacional;2099656;65727
2022;1;Araba/Álava;Internacional;242290;3907
2022;1;Araba/Álava;Interregional;835391;23712
2022;1;Araba/Álava;Regional;599825;14414
2022;1;Araba/Álava;Total Nacional;1435217;38126
2022;1;Asturias;Internacional;404179;10000
2022;1;Asturias;Interregional;2832447;77519
2022;1;Asturias;Total Nacional;2832447;77519
2022;1;Badajoz;Internacional;1273435;19721
2022;1;Badajoz;Interregional;1559448;46340
2022;1;Badajoz;Regional;446834;11863
2022;1;Badajoz;Total Nacional;2006282;58203
2022;1;Barcelona;Internacional;23041303;751961
2022;1;Barcelona;Interregional;10452570;467559
2022;1;Barcelona;Regional;10368083;369408
2022;1;Barcelona;Total Nacional;20820653;836967
2022;1;Bizkaia;Internacional;837876;20011
2022;1;Bizkaia;Interregional;2662399;81210
2022;1;Bizkaia;Regional;941313;21536
2022;1;Bizkaia;Total Nacional;3603712;102746
2022;1;Burgos;Internacional;336620;8408
2022;1;Burgos;Interregional;1525751;41669
2022;1;Burgos;Regional;376363;11345
