AÑO;MES;PROVINCIA_DESTINO;TIPO_ORIGEN;GASTO;TRANSACCION
2019;1;A Coruña;Internacional;629216;12358
2019;1;A Coruña;Interregional;1909480;52733
2019;1;A Coruña;Regional;1855198;46511
2019;1;A Coruña;Total Nacional;3764679;99244
2019;1;Albacete;Internacional;77035;1767
2019;1;Albacete;Interregional;937707;23802
2019;1;Albacete;Regional;327011;7279
2019;1;Albacete;Total Nacional;1264718;31081
2019;1;Alicante/Alacant;Internacional;9832723;176353
2019;1;Alicante/Alacant;Interregional;4499982;115224
2019;1;Alicante/Alacant;Regional;1072254;29665
2019;1;Alicante/Alacant;Total Nacional;5572235;144889
2019;1;Almería;Internacional;704203;12426
2019;1;Almería;Interregional;944299;23228
2019;1;Almería;Regional;683782;19746
2019;1;Almería;Total Nacional;1628081;42974
2019;1;Araba/Álava;Internacional;336470;3887
2019;1;Araba/Álava;Interregional;825283;18515
2019;1;Araba/Álava;Regional;539882;11027
2019;1;Araba/Álava;Total Nacional;1365165;29542
2019;1;Asturias;Internacional;387261;8055
2019;1;Asturias;Interregional;2167040;48995
2019;1;Asturias;Total Nacional;2167040;48995
2019;1;Badajoz;Internacional;772081;15039
2019;1;Badajoz;Interregional;1226342;30956
2019;1;Badajoz;Regional;385373;8844
2019;1;Badajoz;Total Nacional;1611715;39800
2019;1;Barcelona;Internacional;33663125;603467
2019;1;Barcelona;Interregional;10809409;315906
2019;1;Barcelona;Regional;10091441;296661
2019;1;Barcelona;Total Nacional;20900850;612567
2019;1;Bizkaia;Internacional;1309951;18294
2019;1;Bizkaia;Interregional;2665845;61412
2019;1;Bizkaia;Regional;866008;17669
2019;1;Bizkaia;Total Nacional;3531852;79081
2019;1;Burgos;Internacional;224991;5005
2019;1;Burgos;Interregional;1174139;27333
2019;1;Burgos;Regional;286081;7271
2019;1;Burgos;Total Nacional;1460220;34604
2019;1;Cantabria;Internacional;244527;4637
2019;1;Cantabria;Interregional;1974375;45873
2019;1;Cantabria;Total Nacional;1974375;45873
2019;1;Castellón/Castelló;Internacional;928918;13360
2019;1;Castellón/Castelló;Interregional;1338814;34605
2019;1;Castellón/Castelló;Regional;627426;19148
2019;1;Castellón/Castelló;Total Nacional;1966240;53753
2019;1;Ceuta;Internacional;170167;2400
2019;1;Ceuta;Interregional;321499;9386
2019;1;Ceuta;Total Nacional;321499;9386
2019;1;Ciudad Real;Internacional;84936;1719
2019;1;Ciudad Real;Interregional;975701;36122
2019;1;Ciudad Real;Regional;279967;6763
2019;1;Ciudad Real;Total Nacional;1255668;42885
2019;1;Cuenca;Internacional;65329;1292
2019;1;Cuenca;Interregional;803065;20542
2019;1;Cuenca;Regional;142807;3571
2019;1;Cuenca;Total Nacional;945871;24113
2019;1;Cáceres;Internacional;427050;8857
2019;1;Cáceres;Interregional;1052257;25463
2019;1;Cáceres;Regional;308764;8747
2019;1;Cáceres;Total Nacional;1361021;34210
2019;1;Cádiz;Internacional;2885971;63395
2019;1;Cádiz;Interregional;2021796;53576
2019;1;Cádiz;Regional;1689070;46583
2019;1;Cádiz;Total Nacional;3710865;100159
2019;1;Córdoba;Internacional;681485;15057
2019;1;Córdoba;Interregional;1025256;25075
2019;1;Córdoba;Regional;1016817;25655
2019;1;Córdoba;Total Nacional;2042073;50730
2019;1;Gipuzkoa;Internacional;1682174;33348
2019;1;Gipuzkoa;Interregional;1252377;30837
2019;1;Gipuzkoa;Regional;565248;13054
2019;1;Gipuzkoa;Total Nacional;1817625;43891
2019;1;Girona;Internacional;13240178;195436
2019;1;Girona;Interregional;669546;19471
2019;1;Girona;Regional;5481330;137270
2019;1;Girona;Total Nacional;6150876;156741
2019;1;Granada;Internacional;1907253;42699
2019;1;Granada;Interregional;2471655;57846
2019;1;Granada;Regional;2291025;60005
2019;1;Granada;Total Nacional;4762680;117851
2019;1;Guadalajara;Internacional;79147;1798
2019;1;Guadalajara;Interregional;1221052;32767
2019;1;Guadalajara;Regional;95061;2511
2019;1;Guadalajara;Total Nacional;1316113;35278
2019;1;Huelva;Internacional;355140;7186
2019;1;Huelva;Interregional;457638;10724
2019;1;Huelva;Regional;693321;18784
2019;1;Huelva;Total Nacional;1150958;29508
2019;1;Huesca;Internacional;414695;6330
2019;1;Huesca;Interregional;1773089;37333
2019;1;Huesca;Regional;277770;6328
2019;1;Huesca;Total Nacional;2050858;43661
2019;1;Illes Balears;Internacional;4078472;48072
2019;1;Illes Balears;Interregional;3061556;82248
2019;1;Illes Balears;Total Nacional;3061556;82248
2019;1;Jaén;Internacional;155804;2748
2019;1;Jaén;Interregional;823149;19597
2019;1;Jaén;Regional;560588;14659
2019;1;Jaén;Total Nacional;1383737;34256
2019;1;La Rioja;Internacional;163741;2131
2019;1;La Rioja;Interregional;1327702;27624
2019;1;La Rioja;Total Nacional;1327702;27624
2019;1;Las Palmas;Internacional;28690446;405683
2019;1;Las Palmas;Interregional;3069047;77770
2019;1;Las Palmas;Regional;1124356;30535
2019;1;Las Palmas;Total Nacional;4193403;108305
2019;1;León;Internacional;141708;2452
2019;1;León;Interregional;1393733;34800
2019;1;León;Regional;281380;6625
2019;1;León;Total Nacional;1675113;41425
2019;1;Lleida;Internacional;3669631;59502
2019;1;Lleida;Interregional;1403633;25654
2019;1;Lleida;Regional;2369899;51429
2019;1;Lleida;Total Nacional;3773531;77083
2019;1;Lugo;Internacional;116356;1993
2019;1;Lugo;Interregional;575497;13501
2019;1;Lugo;Regional;500606;11694
2019;1;Lugo;Total Nacional;1076103;25195
2019;1;Madrid;Internacional;21840826;388487
2019;1;Madrid;Interregional;41547636;1088211
2019;1;Madrid;Total Nacional;41547636;1088211
2019;1;Melilla;Internacional;85393;1755
2019;1;Melilla;Interregional;363859;11209
2019;1;Melilla;Total Nacional;363859;11209
2019;1;Murcia;Internacional;1752187;30264
2019;1;Murcia;Interregional;3666244;93417
2019;1;Murcia;Total Nacional;3666244;93417
2019;1;Málaga;Internacional;17727370;298081
2019;1;Málaga;Interregional;3739063;91946
2019;1;Málaga;Regional;3009312;86037
2019;1;Málaga;Total Nacional;6748375;177983
2019;1;Navarra;Internacional;376173;5692
2019;1;Navarra;Interregional;1876500;43081
2019;1;Navarra;Total Nacional;1876500;43081
2019;1;Ourense;Internacional;108616;1671
2019;1;Ourense;Interregional;392081;8747
2019;1;Ourense;Regional;361654;9032
2019;1;Ourense;Total Nacional;753735;17779
2019;1;Palencia;Internacional;54165;886
2019;1;Palencia;Interregional;311422;7925
2019;1;Palencia;Regional;186089;4502
2019;1;Palencia;Total Nacional;497512;12427
2019;1;Pontevedra;Internacional;665379;8296
2019;1;Pontevedra;Interregional;1023089;25954
2019;1;Pontevedra;Regional;977075;24767
2019;1;Pontevedra;Total Nacional;2000163;50721
2019;1;Salamanca;Internacional;409789;8204
2019;1;Salamanca;Interregional;1170911;30386
2019;1;Salamanca;Regional;394336;10218
2019;1;Salamanca;Total Nacional;1565247;40604
2019;1;Santa Cruz de Tenerife;Internacional;20128842;292506
2019;1;Santa Cruz de Tenerife;Interregional;2362715;58263
2019;1;Santa Cruz de Tenerife;Regional;911343;30279
2019;1;Santa Cruz de Tenerife;Total Nacional;3274058;88542
2019;1;Segovia;Internacional;148385;3470
2019;1;Segovia;Interregional;891909;19226
2019;1;Segovia;Regional;222103;5197
2019;1;Segovia;Total Nacional;1114012;24423
2019;1;Sevilla;Internacional;4342966;90139
2019;1;Sevilla;Interregional;3510507;76252
2019;1;Sevilla;Regional;3190588;88680
2019;1;Sevilla;Total Nacional;6701095;164932
2019;1;Soria;Internacional;7584;224
2019;1;Soria;Interregional;377083;8481
2019;1;Soria;Regional;53558;1395
2019;1;Soria;Total Nacional;430641;9876
2019;1;Tarragona;Internacional;1033816;19038
2019;1;Tarragona;Interregional;892849;27475
2019;1;Tarragona;Regional;3339076;92571
2019;1;Tarragona;Total Nacional;4231924;120046
2019;1;Teruel;Internacional;15402;200
2019;1;Teruel;Interregional;586454;12804
2019;1;Teruel;Regional;96414;2486
2019;1;Teruel;Total Nacional;682868;15290
2019;1;Toledo;Internacional;373994;7041
2019;1;Toledo;Interregional;2715585;64844
2019;1;Toledo;Regional;328246;8878
2019;1;Toledo;Total Nacional;3043831;73722
2019;1;Valencia/València;Internacional;4166444;84942
2019;1;Valencia/València;Interregional;4055543;123601
2019;1;Valencia/València;Regional;2145539;61943
2019;1;Valencia/València;Total Nacional;6201082;185544
2019;1;Valladolid;Internacional;280596;4601
2019;1;Valladolid;Interregional;1289602;29602
2019;1;Valladolid;Regional;1233222;26255
2019;1;Valladolid;Total Nacional;2522824;55857
2019;1;Zamora;Interregional;528402;11862
2019;1;Zamora;Regional;230196;5068
2019;1;Zamora;Total Nacional;758598;16930
2019;1;Zaragoza;Internacional;514710;9061
2019;1;Zaragoza;Interregional;2672625;74702
2019;1;Zaragoza;Regional;604819;13587
2019;1;Zaragoza;Total Nacional;3277444;88289
2019;1;Ávila;Internacional;27525;653
2019;1;Ávila;Interregional;898710;23772
2019;1;Ávila;Regional;141225;3522
2019;1;Ávila;Total Nacional;1039936;27294
2019;2;A Coruña;Internacional;507587;10796
2019;2;A Coruña;Interregional;1611386;48673
2019;2;A Coruña;Regional;1497688;41403
2019;2;A Coruña;Total Nacional;3109074;90076
2019;2;Albacete;Internacional;131986;4429
2019;2;Albacete;Interregional;783008;21240
2019;2;Albacete;Regional;256077;6350
2019;2;Albacete;Total Nacional;1039086;27590
2019;2;Alicante/Alacant;Internacional;9618469;178691
2019;2;Alicante/Alacant;Interregional;3920048;105425
2019;2;Alicante/Alacant;Regional;1001030;28824
2019;2;Alicante/Alacant;Total Nacional;4921078;134249
2019;2;Almería;Internacional;602040;11637
2019;2;Almería;Interregional;809783;20603
2019;2;Almería;Regional;645347;19239
2019;2;Almería;Total Nacional;1455130;39842
2019;2;Araba/Álava;Internacional;278338;3155
2019;2;Araba/Álava;Interregional;679935;16683
2019;2;Araba/Álava;Regional;504433;10390
2019;2;Araba/Álava;Total Nacional;1184368;27073
2019;2;Asturias;Internacional;265529;6608
2019;2;Asturias;Interregional;1883142;44452
2019;2;Asturias;Total Nacional;1883142;44452
2019;2;Badajoz;Internacional;729851;14257
2019;2;Badajoz;Interregional;1040946;27328
2019;2;Badajoz;Regional;315193;7663
2019;2;Badajoz;Total Nacional;1356138;34991
2019;2;Barcelona;Internacional;41669790;711519
2019;2;Barcelona;Interregional;9521260;313020
2019;2;Barcelona;Regional;8884804;293727
2019;2;Barcelona;Total Nacional;18406064;606747
2019;2;Bizkaia;Internacional;1332487;19728
2019;2;Bizkaia;Interregional;2254648;55145
2019;2;Bizkaia;Regional;749029;16175
2019;2;Bizkaia;Total Nacional;3003677;71320
2019;2;Burgos;Internacional;147182;3439
2019;2;Burgos;Interregional;1073300;26311
2019;2;Burgos;Regional;257597;6892
2019;2;Burgos;Total Nacional;1330897;33203
2019;2;Cantabria;Internacional;197205;4445
2019;2;Cantabria;Interregional;1968866;45725
2019;2;Cantabria;Total Nacional;1968866;45725
2019;2;Castellón/Castelló;Internacional;882729;13651
2019;2;Castellón/Castelló;Interregional;1258739;32472
2019;2;Castellón/Castelló;Regional;597394;19368
2019;2;Castellón/Castelló;Total Nacional;1856133;51840
2019;2;Ceuta;Internacional;95667;1702
2019;2;Ceuta;Interregional;259759;8174
2019;2;Ceuta;Total Nacional;259759;8174
2019;2;Ciudad Real;Internacional;60219;1384
2019;2;Ciudad Real;Interregional;828888;21200
2019;2;Ciudad Real;Regional;239934;5948
2019;2;Ciudad Real;Total Nacional;1068822;27148
2019;2;Cuenca;Internacional;57098;1084
2019;2;Cuenca;Interregional;736534;19796
2019;2;Cuenca;Regional;134290;3598
2019;2;Cuenca;Total Nacional;870824;23394
2019;2;Cáceres;Internacional;410490;8468
2019;2;Cáceres;Interregional;924765;24006
2019;2;Cáceres;Regional;309533;9161
2019;2;Cáceres;Total Nacional;1234298;33167
2019;2;Cádiz;Internacional;2773335;64613
2019;2;Cádiz;Interregional;1589996;45734
2019;2;Cádiz;Regional;1677239;47883
2019;2;Cádiz;Total Nacional;3267235;93617
2019;2;Córdoba;Internacional;608001;14891
2019;2;Córdoba;Interregional;816401;21874
2019;2;Córdoba;Regional;921779;25124
2019;2;Córdoba;Total Nacional;1738180;46998
2019;2;Gipuzkoa;Internacional;1621740;35348
2019;2;Gipuzkoa;Interregional;1108008;29172
2019;2;Gipuzkoa;Regional;547382;12635
2019;2;Gipuzkoa;Total Nacional;1655390;41807
2019;2;Girona;Internacional;14181212;214709
2019;2;Girona;Interregional;622304;19101
2019;2;Girona;Regional;5786238;149584
2019;2;Girona;Total Nacional;6408542;168685
2019;2;Granada;Internacional;1793587;44854
2019;2;Granada;Interregional;1919048;51434
2019;2;Granada;Regional;2131886;60982
2019;2;Granada;Total Nacional;4050934;112416
2019;2;Guadalajara;Internacional;96933;1754
2019;2;Guadalajara;Interregional;1136062;31396
2019;2;Guadalajara;Regional;91844;2571
2019;2;Guadalajara;Total Nacional;1227906;33967
2019;2;Huelva;Internacional;517469;8169
2019;2;Huelva;Interregional;392078;9684
2019;2;Huelva;Regional;757582;20530
2019;2;Huelva;Total Nacional;1149661;30214
2019;2;Huesca;Internacional;653696;9666
2019;2;Huesca;Interregional;2079016;44481
2019;2;Huesca;Regional;277101;6653
2019;2;Huesca;Total Nacional;2356118;51134
2019;2;Illes Balears;Internacional;4048327;54210
2019;2;Illes Balears;Interregional;3375649;88386
2019;2;Illes Balears;Total Nacional;3375649;88386
2019;2;Jaén;Internacional;157077;2337
2019;2;Jaén;Interregional;651304;16670
2019;2;Jaén;Regional;495457;13478
2019;2;Jaén;Total Nacional;1146761;30148
2019;2;La Rioja;Internacional;117347;1727
2019;2;La Rioja;Interregional;1189984;25318
2019;2;La Rioja;Total Nacional;1189984;25318
2019;2;Las Palmas;Internacional;26567892;394654
2019;2;Las Palmas;Interregional;2407633;68949
2019;2;Las Palmas;Regional;968656;28809
2019;2;Las Palmas;Total Nacional;3376289;97758
2019;2;León;Internacional;110839;2284
2019;2;León;Interregional;1223820;32133
2019;2;León;Regional;260003;6455
2019;2;León;Total Nacional;1483823;38588
2019;2;Lleida;Internacional;4089401;62509
2019;2;Lleida;Interregional;1347645;25651
2019;2;Lleida;Regional;2471448;58843
2019;2;Lleida;Total Nacional;3819093;84494
2019;2;Lugo;Internacional;64702;1585
2019;2;Lugo;Interregional;469513;11456
2019;2;Lugo;Regional;443569;10684
2019;2;Lugo;Total Nacional;913082;22140
2019;2;Madrid;Internacional;22413459;383603
2019;2;Madrid;Interregional;39096566;1085334
2019;2;Madrid;Total Nacional;39096566;1085334
2019;2;Melilla;Internacional;56852;1291
2019;2;Melilla;Interregional;323062;11013
2019;2;Melilla;Total Nacional;323062;11013
2019;2;Murcia;Internacional;1640326;28135
2019;2;Murcia;Interregional;3218506;86096
2019;2;Murcia;Total Nacional;3218506;86096
2019;2;Málaga;Internacional;16469882;302050
2019;2;Málaga;Interregional;3078563;80249
2019;2;Málaga;Regional;2712318;80840
2019;2;Málaga;Total Nacional;5790881;161089
2019;2;Navarra;Internacional;360040;5690
2019;2;Navarra;Interregional;1734996;42902
2019;2;Navarra;Total Nacional;1734996;42902
2019;2;Ourense;Internacional;72234;1398
2019;2;Ourense;Interregional;299434;7010
2019;2;Ourense;Regional;339845;8367
2019;2;Ourense;Total Nacional;639278;15377
2019;2;Palencia;Internacional;52991;896
2019;2;Palencia;Interregional;266679;6946
2019;2;Palencia;Regional;183659;4408
2019;2;Palencia;Total Nacional;450338;11354
2019;2;Pontevedra;Internacional;503791;6702
2019;2;Pontevedra;Interregional;804403;21973
2019;2;Pontevedra;Regional;848335;22965
2019;2;Pontevedra;Total Nacional;1652738;44938
2019;2;Salamanca;Internacional;315623;7927
2019;2;Salamanca;Interregional;1027670;28985
2019;2;Salamanca;Regional;341675;9741
2019;2;Salamanca;Total Nacional;1369345;38726
2019;2;Santa Cruz de Tenerife;Internacional;16795928;274961
2019;2;Santa Cruz de Tenerife;Interregional;2009660;53296
2019;2;Santa Cruz de Tenerife;Regional;899972;31100
2019;2;Santa Cruz de Tenerife;Total Nacional;2909632;84396
2019;2;Segovia;Internacional;130902;3563
2019;2;Segovia;Interregional;909491;20736
2019;2;Segovia;Regional;224469;5322
2019;2;Segovia;Total Nacional;1133960;26058
2019;2;Sevilla;Internacional;4206061;95719
2019;2;Sevilla;Interregional;3136910;71117
2019;2;Sevilla;Regional;2885470;85786
2019;2;Sevilla;Total Nacional;6022380;156903
2019;2;Soria;Internacional;6285;163
2019;2;Soria;Interregional;332288;7709
2019;2;Soria;Regional;54034;1327
2019;2;Soria;Total Nacional;386323;9036
2019;2;Tarragona;Internacional;924287;19124
2019;2;Tarragona;Interregional;841053;26518
2019;2;Tarragona;Regional;3490386;96386
2019;2;Tarragona;Total Nacional;4331439;122904
2019;2;Teruel;Internacional;15009;202
2019;2;Teruel;Interregional;638489;13589
2019;2;Teruel;Regional;100843;2507
2019;2;Teruel;Total Nacional;739331;16096
2019;2;Toledo;Internacional;470186;7075
2019;2;Toledo;Interregional;2493196;62927
2019;2;Toledo;Regional;325237;8684
2019;2;Toledo;Total Nacional;2818433;71611
2019;2;Valencia/València;Internacional;3973469;87228
2019;2;Valencia/València;Interregional;3757545;118473
2019;2;Valencia/València;Regional;1876259;58467
2019;2;Valencia/València;Total Nacional;5633805;176940
2019;2;Valladolid;Internacional;259134;4300
2019;2;Valladolid;Interregional;1041267;25571
2019;2;Valladolid;Regional;1001755;22237
2019;2;Valladolid;Total Nacional;2043022;47808
2019;2;Zamora;Interregional;453403;10205
2019;2;Zamora;Regional;212574;4706
2019;2;Zamora;Total Nacional;665977;14911
2019;2;Zaragoza;Internacional;497499;8831
2019;2;Zaragoza;Interregional;2539086;74779
2019;2;Zaragoza;Regional;466916;11815
2019;2;Zaragoza;Total Nacional;3006001;86594
2019;2;Ávila;Internacional;21732;544
2019;2;Ávila;Interregional;877243;24044
2019;2;Ávila;Regional;134476;3501
2019;2;Ávila;Total Nacional;1011718;27545
2019;3;A Coruña;Internacional;697269;13924
2019;3;A Coruña;Interregional;1939794;56906
2019;3;A Coruña;Regional;1731990;44843
2019;3;A Coruña;Total Nacional;3671784;101749
2019;3;Albacete;Internacional;75547;2165
2019;3;Albacete;Interregional;1039755;26642
2019;3;Albacete;Regional;305045;7178
2019;3;Albacete;Total Nacional;1344801;33820
2019;3;Alicante/Alacant;Internacional;11752482;215627
2019;3;Alicante/Alacant;Interregional;5077959;130352
2019;3;Alicante/Alacant;Regional;1277877;34133
2019;3;Alicante/Alacant;Total Nacional;6355836;164485
2019;3;Almería;Internacional;704581;13582
2019;3;Almería;Interregional;1005490;25445
2019;3;Almería;Regional;787011;22621
2019;3;Almería;Total Nacional;1792501;48066
2019;3;Araba/Álava;Internacional;293251;3510
2019;3;Araba/Álava;Interregional;819566;19116
2019;3;Araba/Álava;Regional;564787;11598
2019;3;Araba/Álava;Total Nacional;1384353;30714
2019;3;Asturias;Internacional;345008;8089
2019;3;Asturias;Interregional;2453916;54763
2019;3;Asturias;Total Nacional;2453916;54763
2019;3;Badajoz;Internacional;885643;17659
2019;3;Badajoz;Interregional;1356144;34127
2019;3;Badajoz;Regional;346334;8502
2019;3;Badajoz;Total Nacional;1702478;42629
2019;3;Barcelona;Internacional;43272821;821006
2019;3;Barcelona;Interregional;10738286;356226
2019;3;Barcelona;Regional;10375454;342532
2019;3;Barcelona;Total Nacional;21113740;698758
2019;3;Bizkaia;Internacional;1938738;25594
2019;3;Bizkaia;Interregional;2559176;61935
2019;3;Bizkaia;Regional;872137;17705
2019;3;Bizkaia;Total Nacional;3431313;79640
2019;3;Burgos;Internacional;208634;4844
2019;3;Burgos;Interregional;1487967;34685
2019;3;Burgos;Regional;327199;8082
2019;3;Burgos;Total Nacional;1815166;42767
2019;3;Cantabria;Internacional;278803;5709
2019;3;Cantabria;Interregional;2651506;58099
2019;3;Cantabria;Total Nacional;2651506;58099
2019;3;Castellón/Castelló;Internacional;1284586;18144
2019;3;Castellón/Castelló;Interregional;1703209;41962
2019;3;Castellón/Castelló;Regional;731503;22238
2019;3;Castellón/Castelló;Total Nacional;2434712;64200
2019;3;Ceuta;Internacional;130807;2188
2019;3;Ceuta;Interregional;292112;9263
2019;3;Ceuta;Total Nacional;292112;9263
2019;3;Ciudad Real;Internacional;69532;1736
2019;3;Ciudad Real;Interregional;1085503;26802
2019;3;Ciudad Real;Regional;283953;6964
2019;3;Ciudad Real;Total Nacional;1369455;33766
2019;3;Cuenca;Internacional;71559;1405
2019;3;Cuenca;Interregional;1044309;26666
2019;3;Cuenca;Regional;158986;4258
2019;3;Cuenca;Total Nacional;1203295;30924
2019;3;Cáceres;Internacional;541367;11066
2019;3;Cáceres;Interregional;1452947;34344
2019;3;Cáceres;Regional;351225;10332
2019;3;Cáceres;Total Nacional;1804172;44676
2019;3;Cádiz;Internacional;3758380;87348
2019;3;Cádiz;Interregional;2169901;57269
2019;3;Cádiz;Regional;2264714;61898
2019;3;Cádiz;Total Nacional;4434615;119167
2019;3;Córdoba;Internacional;965435;21461
2019;3;Córdoba;Interregional;1139229;29139
2019;3;Córdoba;Regional;1089707;29206
2019;3;Córdoba;Total Nacional;2228936;58345
2019;3;Gipuzkoa;Internacional;1983592;39640
2019;3;Gipuzkoa;Interregional;1454521;35465
2019;3;Gipuzkoa;Regional;643790;14176
2019;3;Gipuzkoa;Total Nacional;2098312;49641
2019;3;Girona;Internacional;18725577;279503
2019;3;Girona;Interregional;802360;23420
2019;3;Girona;Regional;7383054;189708
2019;3;Girona;Total Nacional;8185414;213128
2019;3;Granada;Internacional;2241126;54512
2019;3;Granada;Interregional;2331231;60756
2019;3;Granada;Regional;2226809;65699
2019;3;Granada;Total Nacional;4558039;126455
2019;3;Guadalajara;Internacional;67455;1666
2019;3;Guadalajara;Interregional;1444891;39346
2019;3;Guadalajara;Regional;94875;2839
2019;3;Guadalajara;Total Nacional;1539766;42185
2019;3;Huelva;Internacional;490285;10227
2019;3;Huelva;Interregional;563109;13547
2019;3;Huelva;Regional;996765;27162
2019;3;Huelva;Total Nacional;1559875;40709
2019;3;Huesca;Internacional;754915;11299
2019;3;Huesca;Interregional;2406808;50133
2019;3;Huesca;Regional;345512;8612
2019;3;Huesca;Total Nacional;2752320;58745
2019;3;Illes Balears;Internacional;7955434;100894
2019;3;Illes Balears;Interregional;4691086;114467
2019;3;Illes Balears;Total Nacional;4691086;114467
2019;3;Jaén;Internacional;141971;3504
2019;3;Jaén;Interregional;889380;21201
2019;3;Jaén;Regional;603194;15908
2019;3;Jaén;Total Nacional;1492574;37109
2019;3;La Rioja;Internacional;189130;2541
2019;3;La Rioja;Interregional;1577492;32420
2019;3;La Rioja;Total Nacional;1577492;32420
2019;3;Las Palmas;Internacional;28118277;428871
2019;3;Las Palmas;Interregional;2806312;78517
2019;3;Las Palmas;Regional;1079875;32141
2019;3;Las Palmas;Total Nacional;3886187;110658
2019;3;León;Internacional;139143;3185
2019;3;León;Interregional;1574035;39585
2019;3;León;Regional;301083;7409
2019;3;León;Total Nacional;1875117;46994
2019;3;Lleida;Internacional;2717245;44117
2019;3;Lleida;Interregional;1405263;27768
2019;3;Lleida;Regional;2817842;78549
2019;3;Lleida;Total Nacional;4223105;106317
2019;3;Lugo;Internacional;85933;2124
2019;3;Lugo;Interregional;586860;12911
2019;3;Lugo;Regional;514111;11664
2019;3;Lugo;Total Nacional;1100971;24575
2019;3;Madrid;Internacional;26472926;506778
2019;3;Madrid;Interregional;45011217;1228317
2019;3;Madrid;Total Nacional;45011217;1228317
2019;3;Melilla;Internacional;79343;1631
2019;3;Melilla;Interregional;347056;12373
2019;3;Melilla;Total Nacional;347056;12373
2019;3;Murcia;Internacional;1817144;31711
2019;3;Murcia;Interregional;3903809;99592
2019;3;Murcia;Total Nacional;3903809;99592
2019;3;Málaga;Internacional;20795806;389574
2019;3;Málaga;Interregional;3920743;99700
2019;3;Málaga;Regional;3354638;97748
2019;3;Málaga;Total Nacional;7275380;197448
2019;3;Navarra;Internacional;420115;6871
2019;3;Navarra;Interregional;2201161;49809
2019;3;Navarra;Total Nacional;2201161;49809
2019;3;Ourense;Internacional;99029;1808
2019;3;Ourense;Interregional;410024;8862
2019;3;Ourense;Regional;422957;9996
2019;3;Ourense;Total Nacional;832980;18858
2019;3;Palencia;Internacional;68136;1102
2019;3;Palencia;Interregional;368772;9140
2019;3;Palencia;Regional;220153;5349
2019;3;Palencia;Total Nacional;588925;14489
2019;3;Pontevedra;Internacional;585032;8328
2019;3;Pontevedra;Interregional;1045235;26328
2019;3;Pontevedra;Regional;1046143;26189
2019;3;Pontevedra;Total Nacional;2091378;52517
2019;3;Salamanca;Internacional;441251;10422
2019;3;Salamanca;Interregional;1370554;36243
2019;3;Salamanca;Regional;423036;11276
2019;3;Salamanca;Total Nacional;1793591;47519
2019;3;Santa Cruz de Tenerife;Internacional;17900877;298429
2019;3;Santa Cruz de Tenerife;Interregional;2118506;59877
2019;3;Santa Cruz de Tenerife;Regional;1083345;37330
2019;3;Santa Cruz de Tenerife;Total Nacional;3201851;97207
2019;3;Segovia;Internacional;168286;4504
2019;3;Segovia;Interregional;1180639;25875
2019;3;Segovia;Regional;275609;6236
2019;3;Segovia;Total Nacional;1456248;32111
2019;3;Sevilla;Internacional;5299367;124652
2019;3;Sevilla;Interregional;3790749;85819
2019;3;Sevilla;Regional;3314586;96806
2019;3;Sevilla;Total Nacional;7105335;182625
2019;3;Soria;Internacional;10738;261
2019;3;Soria;Interregional;471322;10607
2019;3;Soria;Regional;64360;1588
2019;3;Soria;Total Nacional;535681;12195
2019;3;Tarragona;Internacional;1376073;27373
2019;3;Tarragona;Interregional;1084076;33257
2019;3;Tarragona;Regional;4970246;130339
2019;3;Tarragona;Total Nacional;6054322;163596
2019;3;Teruel;Internacional;14422;285
2019;3;Teruel;Interregional;774076;16061
2019;3;Teruel;Regional;127177;3176
2019;3;Teruel;Total Nacional;901253;19237
2019;3;Toledo;Internacional;599969;9931
2019;3;Toledo;Interregional;3121778;77666
2019;3;Toledo;Regional;349736;9449
2019;3;Toledo;Total Nacional;3471514;87115
2019;3;Valencia/València;Internacional;5215873;116708
2019;3;Valencia/València;Interregional;5329934;165294
2019;3;Valencia/València;Regional;2203537;68750
2019;3;Valencia/València;Total Nacional;7533471;234044
2019;3;Valladolid;Internacional;380540;5016
2019;3;Valladolid;Interregional;1366043;30990
2019;3;Valladolid;Regional;1162360;24761
2019;3;Valladolid;Total Nacional;2528404;55751
2019;3;Zamora;Interregional;615142;13369
2019;3;Zamora;Regional;252709;5564
2019;3;Zamora;Total Nacional;867851;18933
2019;3;Zaragoza;Internacional;580618;9978
2019;3;Zaragoza;Interregional;3088875;87075
2019;3;Zaragoza;Regional;519765;12781
2019;3;Zaragoza;Total Nacional;3608640;99856
2019;3;Ávila;Internacional;33653;713
2019;3;Ávila;Interregional;1036117;24696
2019;3;Ávila;Regional;157564;4011
2019;3;Ávila;Total Nacional;1193681;28707
2019;4;A Coruña;Internacional;1356714;25568
2019;4;A Coruña;Interregional;2671445;70968
2019;4;A Coruña;Regional;1804404;46010
2019;4;A Coruña;Total Nacional;4475848;116978
2019;4;Albacete;Internacional;83457;1986
2019;4;Albacete;Interregional;1410333;34710
2019;4;Albacete;Regional;302557;7203
2019;4;Albacete;Total Nacional;1712890;41913
2019;4;Alicante/Alacant;Internacional;15735460;287703
2019;4;Alicante/Alacant;Interregional;8042258;188722
2019;4;Alicante/Alacant;Regional;1504995;39395
2019;4;Alicante/Alacant;Total Nacional;9547253;228117
2019;4;Almería;Internacional;841986;15734
2019;4;Almería;Interregional;1877141;41666
2019;4;Almería;Regional;831637;23061
2019;4;Almería;Total Nacional;2708778;64727
